"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Armin van Buuren","Tegan","F","47","Levine","452.23138","paid","Portland-South Portland, ME","342","Never Say Never","80"
"Justin Bieber","Hayden","F","2","Brock","222.92853","paid","Detroit-Warren-Dearborn, MI","117","Stuck In The Moment","72"
"Sleep","Hayden","F","3","Brock","426.84036","paid","Detroit-Warren-Dearborn, MI","117","Evil Gypsy - Solomons Theme","72"
"Lady GaGa / Colby O'Donis","Tegan","F","48","Levine","238.54975","paid","Portland-South Portland, ME","342","Just Dance","80"
"Kings Of Leon","Tegan","F","49","Levine","201.79546","paid","Portland-South Portland, ME","342","Revelry","80"
"Leon Gieco","Hayden","F","4","Brock","285.02159","paid","Detroit-Warren-Dearborn, MI","117","La Colina De La Vida","72"
"U2","Tegan","F","50","Levine","190.98077","paid","Portland-South Portland, ME","342","Vertigo","80"
"George Jones and Gene Pitney","Hayden","F","5","Brock","166.3473","paid","Detroit-Warren-Dearborn, MI","117","Wreck On the Highway","72"
"Kanye West","Tegan","F","51","Levine","203.4673","paid","Portland-South Portland, ME","342","Homecoming","80"
"Barry White","Hayden","F","6","Brock","350.56281","paid","Detroit-Warren-Dearborn, MI","117","Come On","72"
"John Prine","Tegan","F","52","Levine","136.09751","paid","Portland-South Portland, ME","342","He Was In Heaven Before He Died (LP Version)","80"
"Bright Eyes","Tegan","F","53","Levine","375.95383","paid","Portland-South Portland, ME","342","I Must Belong Somewhere","80"
"Justin Bieber","Hayden","F","7","Brock","191.55546","paid","Detroit-Warren-Dearborn, MI","117","Love Me","72"
"Darude","Hayden","F","8","Brock","226.08934","paid","Detroit-Warren-Dearborn, MI","117","Sandstorm","72"
"Evanescence","Hayden","F","9","Brock","262.79138","paid","Detroit-Warren-Dearborn, MI","117","My Immortal","72"
"Harmonia","Hayden","F","10","Brock","655.77751","paid","Detroit-Warren-Dearborn, MI","117","Sehr kosmisch","72"
"O.G.C.","Hayden","F","11","Brock","290.66404","paid","Detroit-Warren-Dearborn, MI","117","Gunn Clapp","72"
"Mc Chris","Hayden","F","12","Brock","179.51302","paid","Detroit-Warren-Dearborn, MI","117","hoodie ninja","72"
"Marilyn Manson","Hayden","F","13","Brock","175.77751","paid","Detroit-Warren-Dearborn, MI","117","The Fight Song","72"
"Red Hot Chili Peppers","Hayden","F","14","Brock","334.65424","paid","Detroit-Warren-Dearborn, MI","117","Snow [Hey Oh] (Album Version)","72"
"dEUS","Hayden","F","15","Brock","299.83302","paid","Detroit-Warren-Dearborn, MI","117","Secret Hell","72"
"Sean Paul","Hayden","F","16","Brock","183.45751","paid","Detroit-Warren-Dearborn, MI","117","Watch Them Roll","72"
"These United States","Hayden","F","17","Brock","207.38567","paid","Detroit-Warren-Dearborn, MI","117","Heaven Can Wait","72"
"Tamia","Hayden","F","18","Brock","327.54893","paid","Detroit-Warren-Dearborn, MI","117","Careless Whisper","72"
"Lil Scrappy","Hayden","F","19","Brock","238.78485","paid","Detroit-Warren-Dearborn, MI","117","Like Me (Amended Version)","72"
"AlizÃÂ©e","Stefany","F","0","White","266.1873","free","Lubbock, TX","375","Moi... Lolita","83"
"Dragonforce","Hayden","F","20","Brock","441.02485","paid","Detroit-Warren-Dearborn, MI","117","Through The Fire And Flames (Album Version)","72"
"Mobb Deep","Stefany","F","1","White","185.80853","free","Lubbock, TX","375","Backstage Pass","83"
"Slipknot","Anabelle","F","1","Simpson","254.11873","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","264","Everything Ends (Album Version)","69"
"Bohren & Der Club Of Gore","Stefany","F","2","White","491.38893","free","Lubbock, TX","375","Schwarze Biene (Black Maja)","83"
"Marc Almond","Hayden","F","21","Brock","228.44036","paid","Detroit-Warren-Dearborn, MI","117","The Sea Still Sings","72"
"Delirious?","Anabelle","F","2","Simpson","250.95791","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","264","Paint The Town Red","69"
"Red Hot Chili Peppers","Wyatt","M","0","Scott","265.50812","free","Eureka-Arcata-Fortuna, CA","335","Under The Bridge (Album Version)","9"
"Bon Iver","Hayden","F","22","Brock","329.24689","paid","Detroit-Warren-Dearborn, MI","117","Blindsided","72"
"California Swag District","Anabelle","F","3","Simpson","239.17669","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","264","Teach Me How To Dougie","69"
"Klaus Badelt","Stefany","F","3","White","136.07138","free","Lubbock, TX","375","The Black Pearl","83"
"Yeah Yeah Yeahs","Hayden","F","23","Brock","187.19302","paid","Detroit-Warren-Dearborn, MI","117","Gold Lion","72"
"Basshunter","Stefany","F","5","White","190.30159","free","Lubbock, TX","375","Patrik och Lillen - Vifta med hÃÂ¤nderna (basshunter remix)","83"
"Cocteau Twins","Hayden","F","24","Brock","271.85587","paid","Detroit-Warren-Dearborn, MI","117","My Truth","72"
"Usher featuring will.i.am","Stefany","F","6","White","395.72853","free","Lubbock, TX","375","OMG","83"
"Faith No More","Hayden","F","25","Brock","249.86077","paid","Detroit-Warren-Dearborn, MI","117","Last Cup Of Sorrow","72"
"The Champs","Stefany","F","7","White","132.0224","free","Lubbock, TX","375","Tequila","83"
"Disturbed","Hayden","F","26","Brock","200.61995","paid","Detroit-Warren-Dearborn, MI","117","Guarded (Album Version)","72"
"Don Omar","Hayden","F","27","Brock","204.9824","paid","Detroit-Warren-Dearborn, MI","117","Dile","72"
"Alison Krauss / Union Station","Hayden","F","28","Brock","190.45832","paid","Detroit-Warren-Dearborn, MI","117","The Lucky One","72"
"Covenant","Hayden","F","29","Brock","300.19873","paid","Detroit-Warren-Dearborn, MI","117","XRDS","72"
"The White Stripes","Hayden","F","30","Brock","231.81016","paid","Detroit-Warren-Dearborn, MI","117","Seven Nation Army (Album Version)","72"
"Carter USM","Hayden","F","31","Brock","109.08689","paid","Detroit-Warren-Dearborn, MI","117","As You Are Leaving The Building","72"
"Nacho Cano","Hayden","F","32","Brock","195.21261","paid","Detroit-Warren-Dearborn, MI","117","El Dolor Del Agua","72"
"The Rumble Strips","Hayden","F","33","Brock","163.52608","paid","Detroit-Warren-Dearborn, MI","117","No Soul","72"
"Jamie T","Hayden","F","34","Brock","259.65669","paid","Detroit-Warren-Dearborn, MI","117","Sheila (Explicit)","72"
"Jimmy Eat World","Hayden","F","35","Brock","242.93832","paid","Detroit-Warren-Dearborn, MI","117","Clarity","72"
"Jose Gonzalez","Hayden","F","36","Brock","237.53098","paid","Detroit-Warren-Dearborn, MI","117","Cycling Trivialities","72"
"Train","Hayden","F","37","Brock","216.76363","paid","Detroit-Warren-Dearborn, MI","117","Hey_ Soul Sister","72"
"California Swag District","Hayden","F","38","Brock","239.17669","paid","Detroit-Warren-Dearborn, MI","117","Teach Me How To Dougie","72"
"Cake","Ryan","M","0","Smith","319.18975","free","San Jose-Sunnyvale-Santa Clara, CA","356","Jolene","26"
"Fabolous","Ryan","M","1","Smith","306.442","free","San Jose-Sunnyvale-Santa Clara, CA","356","Can't Deny It [featuring Nate Dogg] [Explicit Version]","26"
"Crosby_ Stills & Nash","Ayla","F","0","Johnson","159.11138","free","Santa Rosa, CA","330","Marrakesh Express  (LP Version)","63"
"Violent Femmes","Ayla","F","1","Johnson","284.3424","free","Santa Rosa, CA","330","Add It Up","63"
"Calle 13","Ayla","F","2","Johnson","228.72771","free","Santa Rosa, CA","330","Sin Coro","63"
"Radars to the Sky","Jacqueline","F","3","Lynch","216.16281","paid","Atlanta-Sandy Springs-Roswell, GA","372","Victoria","29"
"The Lonely Island","Jacqueline","F","4","Lynch","174.15791","paid","Atlanta-Sandy Springs-Roswell, GA","372","Incredibad","29"
"Skint & Demoralised","Jacqueline","F","7","Lynch","245.7073","paid","Atlanta-Sandy Springs-Roswell, GA","372","Three More Days","29"
"Faith No More","Jacqueline","F","8","Lynch","158.9024","paid","Atlanta-Sandy Springs-Roswell, GA","372","What A Day","29"
"Eagles Of Death Metal","Jacqueline","F","9","Lynch","169.74322","paid","Atlanta-Sandy Springs-Roswell, GA","372","Speaking In Tongues","29"
"Metallica","Sienna","F","0","Colon","415.16363","free","Las Cruces, NM","317","Fade To Black","81"
"Angels and Airwaves","Jacqueline","F","10","Lynch","302.05342","paid","Atlanta-Sandy Springs-Roswell, GA","372","The Gift","29"
"Woven Hand","Jacqueline","F","11","Lynch","210.83383","paid","Atlanta-Sandy Springs-Roswell, GA","372","Swedish Purse","29"
"The Decemberists","Jacqueline","F","12","Lynch","242.59873","paid","Atlanta-Sandy Springs-Roswell, GA","372","Everything I Try to Do_ Nothing Seems to Turn Out Right","29"
"Looptroop","Jacqueline","F","13","Lynch","319.32036","paid","Atlanta-Sandy Springs-Roswell, GA","372","Long Arm Of The Law","29"
"Cheb Mami - K-Maro","Kevin","M","0","Arellano","191.73832","free","Harrisburg-Carlisle, PA","370","Nos Couleurs (Feat K Maro)","66"
"Tab Benoit","Matthew","M","0","Jones","221.09995","free","Janesville-Beloit, WI","178","Jambalaya","36"
"Kim Carnes","Jacqueline","F","14","Lynch","223.242","paid","Atlanta-Sandy Springs-Roswell, GA","372","Bette Davis Eyes","29"
"Clutch","Matthew","M","1","Jones","358.53016","free","Janesville-Beloit, WI","178","Drink To The Dead (LP Version)","36"
"Justice","Jacqueline","F","15","Lynch","285.41342","paid","Atlanta-Sandy Springs-Roswell, GA","372","Phantom Part 1.5 (Album Version)","29"
"Fall Out Boy","Matthew","M","6","Jones","181.36771","free","Janesville-Beloit, WI","178","Dance_ Dance","36"
"Vienna Teng","Jacqueline","F","16","Lynch","263.78404","paid","Atlanta-Sandy Springs-Roswell, GA","372","Harbor","29"
"Fat Joe","Matthew","M","7","Jones","317.09995","free","Janesville-Beloit, WI","178","Story To Tell","36"
"Muse","Jacqueline","F","17","Lynch","209.34485","paid","Atlanta-Sandy Springs-Roswell, GA","372","Supermassive Black Hole (Album Version)","29"
"The Smiths","Jacqueline","F","18","Lynch","196.67546","paid","Atlanta-Sandy Springs-Roswell, GA","372","The Boy With The Thorn In His Side","29"
"Beach House","Jayden","M","0","Fox","265.1424","free","New Orleans-Metairie, LA","383","Heart of Chambers","101"
"Galactic","Jayden","M","1","Fox","128.39138","free","New Orleans-Metairie, LA","383","Wild Man (featuring Big Chief Bo Dollis)","101"
"Static-X","Adelyn","F","0","Jordan","183.69261","free","Chicago-Naperville-Elgin, IL-IN-WI","6","Dirthouse (Album Version)","7"
"Pulp","Matthew","M","1","Jones","244.08771","free","Janesville-Beloit, WI","388","Babies","36"
"K-OS","Ryan","M","0","Smith","211.33016","free","San Jose-Sunnyvale-Santa Clara, CA","382","EMCEE Murdah","26"
"Oleta Adams","Molly","F","0","Taylor","281.93914","free","St. Louis, MO-IL","290","My Heart Won't Lie","35"
"Afromental","Tegan","F","1","Levine","196.20526","paid","Portland-South Portland, ME","376","Bootycall","80"
"NOFX","Ryan","M","0","Smith","65.04444","free","San Jose-Sunnyvale-Santa Clara, CA","394","Benny Got Blowed Up","26"
"Girl Talk","Tegan","F","2","Levine","173.24363","paid","Portland-South Portland, ME","376","Give and Go","80"
"Scars On Broadway","Tegan","F","3","Levine","175.46404","paid","Portland-South Portland, ME","376","Funny","80"
"Wilco","Tegan","F","4","Levine","363.96363","paid","Portland-South Portland, ME","376","I Am Trying to Break Your Heart","80"
"Hawk Nelson","Tegan","F","5","Levine","174.81098","paid","Portland-South Portland, ME","376","California","80"
"DAVE MATTHEWS BAND","Tegan","F","6","Levine","341.26322","paid","Portland-South Portland, ME","376","So Much To Say","80"
"System of a Down","Tegan","F","7","Levine","169.89995","paid","Portland-South Portland, ME","376","Lonely Day","80"
"McFly","Tegan","F","8","Levine","267.62404","paid","Portland-South Portland, ME","376","Falling In Love","80"
"Death In Vegas","Tegan","F","9","Levine","270.23628","paid","Portland-South Portland, ME","376","Girls","80"
"Silverchair","Bronson","M","0","Harris","257.72363","free","Eugene, OR","358","Straight Lines","33"
"Sean Kingston and Justin Bieber","Carlos","M","1","Carter","201.9522","free","Miami-Fort Lauderdale-West Palm Beach, FL","292","Eenie Meenie","27"
"AndrÃÂ©s Cepeda","Rylan","M","1","George","203.96363","free","Birmingham-Hoover, AL","393","CÃÂ³mo Puede Ser","16"
"Irish Tenors","Rylan","M","2","George","187.48036","free","Birmingham-Hoover, AL","393","Danny Boy","16"
"Justin Bieber","Rylan","M","3","George","212.53179","free","Birmingham-Hoover, AL","393","Runaway Love","16"
"Jonny L","Harper","M","0","Barrett","401.52771","paid","New York-Newark-Jersey City, NY-NJ-PA","275","Microdaze","42"
"A Fine Frenzy","Anabelle","F","0","Simpson","267.91138","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","256","Almost Lover (Album Version)","69"
"Nirvana","Aleena","F","0","Kirby","214.77832","paid","Waterloo-Cedar Falls, IA","237","Serve The Servants","44"
"Television","Aleena","F","1","Kirby","238.49751","paid","Waterloo-Cedar Falls, IA","237","See No Evil  (Remastered LP Version)","44"
"JOHN COLTRANE","Aleena","F","2","Kirby","346.43546","paid","Waterloo-Cedar Falls, IA","237","Blues To Bechet (LP Version)","44"
"NOFX","Aleena","F","3","Kirby","80.79628","paid","Waterloo-Cedar Falls, IA","237","It's My Job To Keep Punk Rock Elite","44"
"The Backyardigans","Aleena","F","4","Kirby","158.85016","paid","Waterloo-Cedar Falls, IA","237","Into The Thick Of It!","44"
"Bruce Springsteen","Aleena","F","5","Kirby","202.84036","paid","Waterloo-Cedar Falls, IA","237","Radio Nowhere","44"
"Maroon 5","Aleena","F","6","Kirby","173.66159","paid","Waterloo-Cedar Falls, IA","237","Harder To Breathe","44"
"Two Door Cinema Club","Aleena","F","7","Kirby","189.67465","paid","Waterloo-Cedar Falls, IA","237","What You Know","44"
"Five Finger Death Punch","Aleena","F","8","Kirby","262.81751","paid","Waterloo-Cedar Falls, IA","237","Meet the Monster","44"
"Josh Turner","Aleena","F","9","Kirby","207.93424","paid","Waterloo-Cedar Falls, IA","237","What It Ain't","44"
"At The Drive-In","Aleena","F","10","Kirby","207.46404","paid","Waterloo-Cedar Falls, IA","237","Sleepwalk Capsules","44"
"Animal Collective","Aleena","F","11","Kirby","269.81832","paid","Waterloo-Cedar Falls, IA","237","Summertime Clothes","44"
"Ron Carter","Aleena","F","12","Kirby","497.13587","paid","Waterloo-Cedar Falls, IA","237","I CAN'T GET STARTED","44"
"Old 97's","Aleena","F","13","Kirby","231.28771","paid","Waterloo-Cedar Falls, IA","237","Victoria (LP Version)","44"
"Cyndi Lauper","Aleena","F","14","Kirby","226.32444","paid","Waterloo-Cedar Falls, IA","237","True Colors","44"
"Damien Rice","Aleena","F","15","Kirby","276.08771","paid","Waterloo-Cedar Falls, IA","237","Amie","44"
"Alicia Keys","Aleena","F","16","Kirby","229.0673","paid","Waterloo-Cedar Falls, IA","237","If I Ain't Got You","44"
"Lloyd Cole And The Commotions","Aleena","F","17","Kirby","235.31057","paid","Waterloo-Cedar Falls, IA","237","Charlotte Street","44"
"John Mayer","Aleena","F","18","Kirby","269.71383","paid","Waterloo-Cedar Falls, IA","237","Heartbreak Warfare","44"
"Joshua Radin","Aleena","F","19","Kirby","161.69751","paid","Waterloo-Cedar Falls, IA","237","We Are Okay","44"
"Kings Of Leon","Aleena","F","20","Kirby","201.79546","paid","Waterloo-Cedar Falls, IA","237","Revelry","44"
"Incubus","Aleena","F","21","Kirby","257.25342","paid","Waterloo-Cedar Falls, IA","237","Dig","44"
"Owl City","Aleena","F","22","Kirby","190.17098","paid","Waterloo-Cedar Falls, IA","237","Tidal Wave","44"
"Mediaeval Baebes","Aleena","F","23","Kirby","219.29751","paid","Waterloo-Cedar Falls, IA","237","MÃÂ¤rk Hure VÃÂ¥r Skugga","44"
"The Black Keys","Theodore","M","0","Smith","300.30322","free","Houston-The Woodlands-Sugar Land, TX","226","The Only One","52"
"Foo Fighters","Theodore","M","1","Smith","262.73914","free","Houston-The Woodlands-Sugar Land, TX","226","All My Life","52"
"Havok","Noah","M","0","Chavez","227.68281","free","Ogden-Clearfield, UT","150","Ivory Tower","94"
"John Mayer","Noah","M","1","Chavez","250.38322","free","Ogden-Clearfield, UT","150","Half Of My Heart","94"
"The Killers","Lily","F","0","Burns","185.33832","free","New York-Newark-Jersey City, NY-NJ-PA","239","I Can't Stay","32"
"Thrice","Anabelle","F","0","Simpson","134.60853","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","259","The Red Death","69"
"Alicia Keys","Anabelle","F","1","Simpson","229.0673","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","259","If I Ain't Got You","69"
"Euge Groove","Jahiem","M","0","Miles","265.482","free","San Antonio-New Braunfels, TX","245","Tenderly","43"
"Metallica / Marianne Faithfull","Katherine","F","0","Gay","279.11791","free","San Antonio-New Braunfels, TX","56","The Memory Remains","57"
"Nana Caymmi","Katherine","F","1","Gay","174.41914","free","San Antonio-New Braunfels, TX","56","Fim De Caso","57"
"Johnny Burnette","Katherine","F","2","Gay","134.84363","free","San Antonio-New Braunfels, TX","56","I've Got A Lot Of Things To Do","57"
"Arctic Monkeys","Katherine","F","3","Gay","177.94567","free","San Antonio-New Braunfels, TX","56","Fake Tales Of San Francisco","57"
"DeGarmo & Key","Chloe","F","1","Cuevas","236.48608","free","San Francisco-Oakland-Hayward, CA","224","I'm Accepted (The Pledge Album Version)","49"
"Extrawelt","Ryan","M","1","Smith","338.23302","free","San Jose-Sunnyvale-Santa Clara, CA","232","Stammgast","26"
"Powderfinger","Harper","M","0","Barrett","276.68853","paid","New York-Newark-Jersey City, NY-NJ-PA","129","My Happiness","42"
"Radiohead","Harper","M","1","Barrett","247.06567","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Black Star","42"
"Kid Cudi Vs Crookers","Brantley","M","0","West","162.97751","free","Portland-Vancouver-Hillsboro, OR-WA","242","Day 'N' Nite","28"
"Three Days Grace","Harper","M","2","Barrett","186.90567","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Just Like You","42"
"Monty Python","Harper","M","3","Barrett","15.85587","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Comfy Chair (The Final Rip Off Remix)","42"
"Rise Against","Harper","M","4","Barrett","241.55383","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Long Forgotten Sons","42"
"Jimmy Eat World","Harper","M","5","Barrett","166.00771","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Middle","42"
"Rise Against","Harper","M","6","Barrett","165.14567","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Under The Knife","42"
"Chaka Khan","Harper","M","7","Barrett","280.86812","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Ain't Nobody (Album Version)","42"
"Paper Lace","Harper","M","8","Barrett","192.07791","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Night Chicago Died","42"
"Pixies","Harper","M","9","Barrett","113.78893","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Break My Body","42"
"Wolfgang Gartner","Harper","M","10","Barrett","415.97342","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Fire Power","42"
"No Doubt","Devin","M","0","Larson","269.73995","free","Tampa-St. Petersburg-Clearwater, FL","59","Sometimes","60"
"The Lonely Island / Julian Casablancas","Harper","M","11","Barrett","192.9922","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Boombox","42"
"Eminem","Harper","M","12","Barrett","284.18567","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Real Slim Shady","42"
"Martin Gore","Sara","F","0","Johnson","241.10975","paid","Winston-Salem, NC","222","By This River","95"
"The Animals","Harper","M","13","Barrett","242.05016","paid","New York-Newark-Jersey City, NY-NJ-PA","129","For Miss Caulker (1999 Digital Remaster)","42"
"Florence + The Machine","Sara","F","1","Johnson","168.64608","paid","Winston-Salem, NC","222","You've Got The Love","95"
"Hot Water Music","Harper","M","14","Barrett","157.85751","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Sense","42"
"Bill Withers","Sara","F","2","Johnson","383.73832","paid","Winston-Salem, NC","222","Make Love To Your Mind","95"
"311","Harper","M","15","Barrett","194.32444","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Eons","42"
"Bloc Party","Harper","M","16","Barrett","215.11791","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Pioneers","42"
"Nino Bravo","Sara","F","3","Johnson","218.48771","paid","Winston-Salem, NC","222","Amanecer","95"
"JosÃÂ© GonzÃÂ¡lez","Harper","M","17","Barrett","143.93424","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Nest","42"
"Taking Back Sunday","Sara","F","4","Johnson","249.99138","paid","Winston-Salem, NC","222","This Photograph Is Proof {I Know You Know] (Album Version)","95"
"Jack Johnson","Harper","M","18","Barrett","207.64689","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Better Together","42"
"The Rolling Stones","Sara","F","5","Johnson","274.1024","paid","Winston-Salem, NC","222","Stop Breaking Down","95"
"Euge Groove","Harper","M","19","Barrett","265.482","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Tenderly","42"
"School Of Seven Bells","Tegan","F","0","Levine","262.37342","free","Portland-South Portland, ME","254","Chain","80"
"P!nk","Sara","F","6","Johnson","227.02975","paid","Winston-Salem, NC","222","Glitter In The Air","95"
"Nancy Wilson","Harper","M","20","Barrett","122.77506","paid","New York-Newark-Jersey City, NY-NJ-PA","129","I Believe In You","42"
"Enrique Iglesias","Harper","M","21","Barrett","235.17995","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Ring My Bells","42"
"Katie Melua","Sara","F","7","Johnson","242.83383","paid","Winston-Salem, NC","222","Scary Films","95"
"Harmonia","Harper","M","22","Barrett","655.77751","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Sehr kosmisch","42"
"The RH Factor","Sara","F","8","Johnson","233.35138","paid","Winston-Salem, NC","222","Hold On","95"
"Moose","Chloe","F","1","Cuevas","490.21342","free","San Francisco-Oakland-Hayward, CA","267","Do You Remember","49"
"KATAKLYSM","Sara","F","9","Johnson","162.92526","paid","Winston-Salem, NC","222","In Shadows And Dust","95"
"Lily Allen","Sara","F","10","Johnson","159.84281","paid","Winston-Salem, NC","222","Everybody's Changing","95"
"Florence + The Machine","Sara","F","11","Johnson","258.55955","paid","Winston-Salem, NC","222","Cosmic Love","95"
"Placebo","Harper","M","23","Barrett","254.45832","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Taste In Men","42"
"DJ Dizzy","Chloe","F","2","Cuevas","221.1522","free","San Francisco-Oakland-Hayward, CA","267","Sexy Bitch","49"
"Camera Obscura","Sara","F","12","Johnson","188.02893","paid","Winston-Salem, NC","222","Anti-Western","95"
"Nick Cave & The Bad Seeds","Harper","M","24","Barrett","265.27302","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Spell","42"
"Queens Of The Stone Age","Chloe","F","3","Cuevas","364.90404","free","San Francisco-Oakland-Hayward, CA","267","God Is On The Radio","49"
"Linkin Park","Sara","F","13","Johnson","494.99383","paid","Winston-Salem, NC","222","Bleed It Out [Live At Milton Keynes]","95"
"Dwight Yoakam","Harper","M","25","Barrett","239.3073","paid","New York-Newark-Jersey City, NY-NJ-PA","129","You're The One","42"
"mewithoutYou","Chloe","F","4","Cuevas","311.562","free","San Francisco-Oakland-Hayward, CA","267","Bullet To Binary (Pt. Two)","49"
"The New Pornographers","Harper","M","27","Barrett","189.02159","paid","New York-Newark-Jersey City, NY-NJ-PA","129","All The Things That Go To Make Heaven And Earth","42"
"Edward Sharpe & The Magnetic Zeros","Sara","F","14","Johnson","306.31138","paid","Winston-Salem, NC","222","Home","95"
"Diego Torres","Harper","M","28","Barrett","227.18649","paid","New York-Newark-Jersey City, NY-NJ-PA","129","SueÃÂ±os","42"
"Francisca Valenzuela","Harper","M","29","Barrett","174.70649","paid","New York-Newark-Jersey City, NY-NJ-PA","129","MuÃÂ©rdete la lengua","42"
"Pendulum","Sara","F","15","Johnson","315.71546","paid","Winston-Salem, NC","222","The Other Side (album version)","95"
"Local Natives","Harper","M","30","Barrett","330.89261","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Shape Shifter","42"
"Daft Punk","Sara","F","16","Johnson","416.522","paid","Winston-Salem, NC","222","Emotion","95"
"Soda Stereo","Harper","M","31","Barrett","211.61751","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Danza Rota","42"
"The Cardigans","Harper","M","32","Barrett","198.21669","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Lovefool","42"
"ETERNAL FEATURING BEBE WINANS","Sara","F","17","Johnson","218.40934","paid","Winston-Salem, NC","222","I Wanna Be The Only One","95"
"Kings Of Leon","Harper","M","34","Barrett","201.79546","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Revelry","42"
"Julie Doiron","Sara","F","18","Johnson","165.92934","paid","Winston-Salem, NC","222","Me and My Friend","95"
"Kinky","Aleena","F","2","Kirby","211.90485","paid","Waterloo-Cedar Falls, IA","269","Cornman","44"
"LU","Harper","M","35","Barrett","321.54077","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Una Confusion","42"
"Tub Ring","Sara","F","19","Johnson","233.69098","paid","Winston-Salem, NC","222","Invalid","95"
"Nickel Creek","Aleena","F","3","Kirby","301.40036","paid","Waterloo-Cedar Falls, IA","269","The Lighthouse's Tale","44"
"Massive Attack","Sara","F","20","Johnson","288.65261","paid","Winston-Salem, NC","222","One Love","95"
"Cut Copy","Harper","M","36","Barrett","283.76771","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Strangers In The Wind","42"
"Straylight Run","Aleena","F","4","Kirby","241.44934","paid","Waterloo-Cedar Falls, IA","269","Existentialism On Prom Night (Album Version)","44"
"Albert Hammond","Sara","F","21","Johnson","177.78893","paid","Winston-Salem, NC","222","Echame A Mi La Culpa","95"
"Hercules And Love Affair","Harper","M","37","Barrett","376.29342","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Blind (Full Album Version)","42"
"Left Lane Cruiser","Aleena","F","7","Kirby","183.27465","paid","Waterloo-Cedar Falls, IA","269","Amerika","44"
"UB40","Sara","F","22","Johnson","185.10322","paid","Winston-Salem, NC","222","Come Back Darling","95"
"Amon Amarth","Aleena","F","8","Kirby","357.22404","paid","Waterloo-Cedar Falls, IA","269","Fate Of Norns","44"
"Queensryche","Sara","F","23","Johnson","347.81995","paid","Winston-Salem, NC","222","Silent Lucidity (2002 Digital Remaster)","95"
"Winds Of Plague","Aleena","F","9","Kirby","148.08771","paid","Waterloo-Cedar Falls, IA","269","Reloaded","44"
"Jackson 5","Sara","F","24","Johnson","174.10567","paid","Winston-Salem, NC","222","Ben","95"
"Feist","Aleena","F","10","Kirby","184.94649","paid","Waterloo-Cedar Falls, IA","269","My Moon My Man","44"
"JosÃÂ© Gonzalez","Sara","F","25","Johnson","158.48444","paid","Winston-Salem, NC","222","Heartbeats","95"
"Flobots","Aleena","F","11","Kirby","205.68771","paid","Waterloo-Cedar Falls, IA","269","Handlebars (UK Radio Edit)","44"
"Teriyaki Boyz","Sara","F","26","Johnson","253.77914","paid","Winston-Salem, NC","222","Heartbreaker","95"
"Dwight Yoakam","Aleena","F","12","Kirby","239.3073","paid","Waterloo-Cedar Falls, IA","269","You're The One","44"
"Young Money featuring Lloyd","Sara","F","27","Johnson","196.33587","paid","Winston-Salem, NC","222","BedRock (Radio Edit) (feat.Lloyd)","95"
"The Pussycat Dolls","Aleena","F","13","Kirby","245.18485","paid","Waterloo-Cedar Falls, IA","269","When I Grow Up","44"
"Koopsta Knicca","Sara","F","28","Johnson","206.78485","paid","Winston-Salem, NC","222","Top Secret","95"
"The Knack","Sara","F","29","Johnson","141.58322","paid","Winston-Salem, NC","222","Let Me Out","95"
"The Prodigy","Aleena","F","14","Kirby","215.77098","paid","Waterloo-Cedar Falls, IA","269","Omen","44"
